Date,Position,Teams,Players
"CS:GO World ranking on April 30th, 2018",#28,Rogue(65 points),Hiko cadiaN SicK vice gMd
"CS:GO World ranking on April 30th, 2018",#29,BIG(63 points),gob b tabseN tiziaN nex smooya
"CS:GO World ranking on April 30th, 2018",#30,Quantum Bellator Fire(61 points),balblna jmqa Kvik waterfaLLZ Boombl4
"CS:GO World ranking on March 26th, 2018",#1,FaZe(893 points),karrigan olofmeister GuardiaN NiKo rain
"CS:GO World ranking on March 26th, 2018",#2,Cloud9(694 points),Skadoodle RUSH tarik autimatic Stewie2K
"CS:GO World ranking on March 26th, 2018",#3,MOUZ(687 points),oskar chrisJ suNny STYKO ropz
"CS:GO World ranking on March 26th, 2018",#4,fnatic(672 points),flusha JW KRIMZ Lekr0 Golden
"CS:GO World ranking on March 26th, 2018",#5,Liquid(650 points),steel nitr0 NAF EliGE Twistzz
"CS:GO World ranking on March 26th, 2018",#6,Natus Vincere(543 points),Edward Zeus flamie s1mple electronic
"CS:GO World ranking on March 26th, 2018",#7,Astralis(540 points),Xyp9x dupreeh gla1ve device Magisk
"CS:GO World ranking on March 26th, 2018",#8,SK(508 points),FalleN fer boltz coldzera
"CS:GO World ranking on March 26th, 2018",#9,G2(321 points),kennyS NBK- apEX mixwell bodyy
"CS:GO World ranking on March 26th, 2018",#10,NIP(294 points),f0rest GeT_RiGhT dennis draken REZ
"CS:GO World ranking on March 26th, 2018",#11,Renegades(215 points),jks AZR jkaem USTILO Nifty
"CS:GO World ranking on March 26th, 2018",#12,Space Soldiers(201 points),MAJ3R XANTARES Calyx paz ngiN
"CS:GO World ranking on March 26th, 2018",#13,Virtus.pro(198 points),NEO pashaBiceps Snax byali MICHU
"CS:GO World ranking on March 26th, 2018",#14,North(186 points),MSL aizy Kjaerbye valde mertz
"CS:GO World ranking on March 26th, 2018",#15,Heroic(179 points),MODDII Snappi RUBINO JUGi niko
"CS:GO World ranking on March 26th, 2018",#16,Gambit(161 points),AdreN Dosia mou seized Hobbit
"CS:GO World ranking on March 26th, 2018",#17,HellRaisers(157 points),ANGE1 bondik woxic DeadFox ISSAA
"CS:GO World ranking on March 26th, 2018",#18,Quantum Bellator Fire(123 points),balblna jmqa Kvik waterfaLLZ Boombl4
"CS:GO World ranking on March 26th, 2018",#19,AGO(96 points),Furlan GruBy snatchie TOAO phr
"CS:GO World ranking on March 26th, 2018",#20,TYLOO(92 points),captainMo DD BnTeT somebody xccurate
"CS:GO World ranking on March 26th, 2018",#21,NRG(85 points),daps FugLy Brehze Ethan CeRq
"CS:GO World ranking on March 26th, 2018",#22,Vega Squadron(81 points),chopper jR keshandr mir hutji
"CS:GO World ranking on March 26th, 2018",#23,GODSENT(79 points),twist disco doplan freddieb hampus Brollan
"CS:GO World ranking on March 26th, 2018",#24,TeamOne(73 points),Maluk3 mch iDk trk drg
"CS:GO World ranking on March 26th, 2018",#25,Spirit(70 points),DavCost Dima S0tF1k COLDYY1 sdy
"CS:GO World ranking on March 26th, 2018",#26,BIG(69 points),gob b tabseN tiziaN nex luckeRRR
"CS:GO World ranking on March 26th, 2018",#27,AVANGAR(64 points),buster KrizzeN Qikert Jame dimasick
"CS:GO World ranking on March 26th, 2018",#28,Torqued(60 points),swag steel AZK koosta Pollo
"CS:GO World ranking on March 26th, 2018",#29,MVP PK(55 points),solo glow zeff XigN HSK
"CS:GO World ranking on March 26th, 2018",#30,Envy(44 points),kioShiMa RpK ScreaM Happy hAdji
"CS:GO World ranking on February 26th, 2018",#1,FaZe(928 points),karrigan olofmeister GuardiaN NiKo rain
"CS:GO World ranking on February 26th, 2018",#2,SK(824 points),FalleN fer boltz coldzera TACO
"CS:GO World ranking on February 26th, 2018",#3,Cloud9(723 points),Skadoodle RUSH tarik autimatic Stewie2K
"CS:GO World ranking on February 26th, 2018",#4,MOUZ(664 points),oskar chrisJ suNny STYKO ropz
"CS:GO World ranking on February 26th, 2018",#5,Natus Vincere(562 points),Edward Zeus flamie s1mple electronic
"CS:GO World ranking on February 26th, 2018",#6,Liquid(517 points),steel nitr0 NAF EliGE Twistzz
"CS:GO World ranking on February 26th, 2018",#7,G2(450 points),shox kennyS NBK- apEX bodyy
"CS:GO World ranking on February 26th, 2018",#8,Astralis(375 points),Xyp9x dupreeh gla1ve device Magisk
"CS:GO World ranking on February 26th, 2018",#9,fnatic(322 points),flusha JW KRIMZ Lekr0 Golden
"CS:GO World ranking on February 26th, 2018",#10,Renegades(216 points),jks AZR jkaem USTILO Nifty
"CS:GO World ranking on February 26th, 2018",#11,Heroic(178 points),MODDII Snappi RUBINO JUGi niko
"CS:GO World ranking on February 26th, 2018",#12,Gambit(165 points),AdreN Dosia mou seized Hobbit
"CS:GO World ranking on February 26th, 2018",#13,NIP(161 points),f0rest GeT_RiGhT dennis draken REZ
"CS:GO World ranking on February 26th, 2018",#14,HellRaisers(146 points),ANGE1 bondik woxic DeadFox ISSAA
"CS:GO World ranking on February 26th, 2018",#15,Space Soldiers(146 points),MAJ3R XANTARES Calyx paz ngiN
"CS:GO World ranking on February 26th, 2018",#16,Quantum Bellator Fire(146 points),balblna jmqa Kvik waterfaLLZ Boombl4
"CS:GO World ranking on February 26th, 2018",#17,North(131 points),MSL aizy Kjaerbye valde mertz
"CS:GO World ranking on February 26th, 2018",#18,Virtus.pro(118 points),NEO pashaBiceps Snax byali MICHU
"CS:GO World ranking on February 26th, 2018",#19,Vega Squadron(118 points),chopper jR keshandr mir hutji
"CS:GO World ranking on February 26th, 2018",#20,AGO(107 points),Furlan GruBy snatchie TOAO phr
"CS:GO World ranking on February 26th, 2018",#21,AVANGAR(72 points),buster KrizzeN Qikert Jame dimasick
"CS:GO World ranking on February 26th, 2018",#22,TYLOO(69 points),captainMo DD BnTeT somebody xccurate
"CS:GO World ranking on February 26th, 2018",#23,Envy(62 points),kioShiMa RpK ScreaM Happy hAdji
"CS:GO World ranking on February 26th, 2018",#24,NRG(61 points),daps FugLy Brehze Ethan CeRq
"CS:GO World ranking on February 26th, 2018",#25,Luminosity(60 points),PKL SHOOWTiME NEKIZ yel chelo
"CS:GO World ranking on February 26th, 2018",#26,Torqued(59 points),swag steel AZK koosta Pollo
"CS:GO World ranking on February 26th, 2018",#27,Spirit(59 points),DavCost Dima S0tF1k COLDYY1 sdy
"CS:GO World ranking on February 26th, 2018",#28,BIG(58 points),gob b tabseN tiziaN nex luckeRRR
"CS:GO World ranking on February 26th, 2018",#29,GODSENT(52 points),twist disco doplan freddieb hampus Brollan
"CS:GO World ranking on February 26th, 2018",#30,Sprout(38 points),innocent kRYSTAL Spiidi denis NaToSaphiX
"CS:GO World ranking on January 29th, 2018",#1,SK(916 points),FalleN fer boltz coldzera TACO
"CS:GO World ranking on January 29th, 2018",#2,FaZe(914 points),karrigan olofmeister GuardiaN NiKo rain
"CS:GO World ranking on January 29th, 2018",#3,Cloud9(609 points),Skadoodle RUSH tarik autimatic Stewie2K
"CS:GO World ranking on January 29th, 2018",#4,G2(408 points),shox kennyS NBK- apEX bodyy
"CS:GO World ranking on January 29th, 2018",#5,Astralis(407 points),Xyp9x dupreeh gla1ve device Kjaerbye
"CS:GO World ranking on January 29th, 2018",#6,fnatic(358 points),flusha JW KRIMZ Lekr0 Golden
"CS:GO World ranking on January 29th, 2018",#7,MOUZ(350 points),oskar chrisJ suNny STYKO ropz
"CS:GO World ranking on January 29th, 2018",#8,NIP(332 points),f0rest GeT_RiGhT Xizt draken REZ
"CS:GO World ranking on January 29th, 2018",#9,Natus Vincere(287 points),Edward Zeus flamie s1mple electronic
"CS:GO World ranking on January 29th, 2018",#10,Virtus.pro(204 points),TaZ NEO pashaBiceps Snax byali
"CS:GO World ranking on January 29th, 2018",#11,Gambit(190 points),AdreN Dosia mou Hobbit fitch
"CS:GO World ranking on January 29th, 2018",#12,North(171 points),MSL aizy valde k0nfig mertz
"CS:GO World ranking on January 29th, 2018",#13,OpTic(159 points),allu friberg mixwell HS Magisk
"CS:GO World ranking on January 29th, 2018",#14,Liquid(145 points),steel nitr0 jdm64 EliGE Twistzz
"CS:GO World ranking on January 29th, 2018",#15,Misfits(140 points),seang@res ShahZaM AmaNEk devoduvek
"CS:GO World ranking on January 29th, 2018",#16,Quantum Bellator Fire(130 points),balblna jmqa Kvik waterfaLLZ Boombl4
"CS:GO World ranking on January 29th, 2018",#17,Vega Squadron(121 points),chopper jR keshandr mir hutji
"CS:GO World ranking on January 29th, 2018",#18,Space Soldiers(119 points),MAJ3R XANTARES Calyx paz ngiN
"CS:GO World ranking on January 29th, 2018",#19,Renegades(114 points),jks AZR NAF USTILO Nifty
"CS:GO World ranking on January 29th, 2018",#20,Envy(109 points),SIXER RpK ScreaM Happy xms
"CS:GO World ranking on January 29th, 2018",#21,HellRaisers(99 points),ANGE1 bondik woxic DeadFox ISSAA
"CS:GO World ranking on January 29th, 2018",#22,Heroic(82 points),MODDII Snappi es3tag JUGi niko
"CS:GO World ranking on January 29th, 2018",#23,AGO(80 points),Furlan GruBy snatchie TOAO phr
"CS:GO World ranking on January 29th, 2018",#24,BIG(75 points),gob b LEGIJA tabseN keev nex
"CS:GO World ranking on January 29th, 2018",#25,NRG(74 points),daps FugLy Brehze Ethan CeRq
"CS:GO World ranking on January 29th, 2018",#26,Luminosity(62 points),PKL SHOOWTiME NEKIZ yel chelo
"CS:GO World ranking on January 29th, 2018",#27,AVANGAR(56 points),buster KrizzeN Qikert Jame dimasick
"CS:GO World ranking on January 29th, 2018",#28,Sprout(43 points),zehN innocent kRYSTAL Spiidi denis
"CS:GO World ranking on January 29th, 2018",#29,Windigo(41 points),pNshr bubble v1c7oR SPELLAN SHiPZ
"CS:GO World ranking on January 29th, 2018",#30,TYLOO(37 points),captainMo DD BnTeT somebody xccurate
"CS:GO World ranking on December 25th, 2017",#1,SK(980 points),FalleN fer boltz coldzera TACO
"CS:GO World ranking on December 25th, 2017",#2,FaZe(943 points),karrigan olofmeister GuardiaN NiKo rain
"CS:GO World ranking on December 25th, 2017",#3,Astralis(582 points),Xyp9x dupreeh gla1ve device Kjaerbye
"CS:GO World ranking on December 25th, 2017",#4,NIP(498 points),f0rest GeT_RiGhT Xizt draken REZ
"CS:GO World ranking on December 25th, 2017",#5,Cloud9(410 points),Skadoodle RUSH tarik autimatic Stewie2K
"CS:GO World ranking on December 25th, 2017",#6,fnatic(378 points),flusha JW KRIMZ Lekr0 Golden
"CS:GO World ranking on December 25th, 2017",#7,G2(353 points),shox kennyS NBK- apEX bodyy
"CS:GO World ranking on December 25th, 2017",#8,MOUZ(325 points),oskar chrisJ suNny STYKO ropz
"CS:GO World ranking on December 25th, 2017",#9,North(307 points),cajunb MSL aizy valde k0nfig
"CS:GO World ranking on December 25th, 2017",#10,Virtus.pro(267 points),TaZ NEO pashaBiceps Snax byali
"CS:GO World ranking on December 25th, 2017",#11,OpTic(229 points),allu friberg mixwell HS Magisk
"CS:GO World ranking on December 25th, 2017",#12,Gambit(211 points),AdreN Dosia mou Hobbit fitch
"CS:GO World ranking on December 25th, 2017",#13,Misfits(211 points),seang@res ShahZaM SicK AmaNEk devoduvek
"CS:GO World ranking on December 25th, 2017",#14,Envy(187 points),SIXER RpK ScreaM Happy xms
"CS:GO World ranking on December 25th, 2017",#15,Renegades(185 points),jks AZR NAF USTILO Nifty
"CS:GO World ranking on December 25th, 2017",#16,Natus Vincere(184 points),Edward Zeus flamie s1mple electronic
"CS:GO World ranking on December 25th, 2017",#17,Liquid(173 points),steel nitr0 jdm64 EliGE Twistzz
"CS:GO World ranking on December 25th, 2017",#18,HellRaisers(158 points),ANGE1 fejtZ woxic DeadFox ISSAA
"CS:GO World ranking on December 25th, 2017",#19,Heroic(153 points),MODDII Snappi es3tag JUGi niko
"CS:GO World ranking on December 25th, 2017",#20,AGO(114 points),Furlan GruBy snatchie TOAO phr
"CS:GO World ranking on December 25th, 2017",#21,NRG(101 points),daps FugLy Brehze AnJ CeRq
"CS:GO World ranking on December 25th, 2017",#22,Space Soldiers(99 points),MAJ3R XANTARES Calyx paz ngiN
"CS:GO World ranking on December 25th, 2017",#23,Luminosity(83 points),PKL SHOOWTiME NEKIZ yel chelo
"CS:GO World ranking on December 25th, 2017",#24,BIG(80 points),gob b LEGIJA tabseN keev nex
"CS:GO World ranking on December 25th, 2017",#25,Vega Squadron(59 points),chopper jR keshandr mir hutji
"CS:GO World ranking on December 25th, 2017",#26,GODSENT(55 points),twist disco doplan freddieb hampus Brollan
"CS:GO World ranking on December 25th, 2017",#27,Sprout(49 points),zehN innocent kRYSTAL Spiidi denis
"CS:GO World ranking on December 25th, 2017",#28,Complexity(48 points),dephh yay ptr Slemmy ANDROID
"CS:GO World ranking on December 25th, 2017",#29,100 Thieves(46 points),BIT fnx kNgV- HEN1 LUCAS1
"CS:GO World ranking on December 25th, 2017",#30,Valiance(46 points),NENO emi DJOXiC huNter- LETN1
"CS:GO World ranking on November 27th, 2017",#1,SK(975 points),FalleN fer boltz coldzera TACO
"CS:GO World ranking on November 27th, 2017",#2,FaZe(903 points),karrigan olofmeister GuardiaN NiKo rain
"CS:GO World ranking on November 27th, 2017",#3,Astralis(732 points),Xyp9x dupreeh gla1ve device Kjaerbye
"CS:GO World ranking on November 27th, 2017",#4,NIP(594 points),f0rest GeT_RiGhT Xizt draken REZ
"CS:GO World ranking on November 27th, 2017",#5,G2(571 points),shox kennyS NBK- apEX bodyy
"CS:GO World ranking on November 27th, 2017",#6,Cloud9(494 points),Skadoodle RUSH tarik autimatic Stewie2K
"CS:GO World ranking on November 27th, 2017",#7,North(476 points),cajunb MSL aizy valde k0nfig
"CS:GO World ranking on November 27th, 2017",#8,Virtus.pro(371 points),TaZ NEO pashaBiceps Snax byali
"CS:GO World ranking on November 27th, 2017",#9,Gambit(272 points),AdreN Dosia mou Hobbit fitch
"CS:GO World ranking on November 27th, 2017",#10,Liquid(269 points),steel nitr0 jdm64 EliGE Twistzz
"CS:GO World ranking on November 27th, 2017",#11,MOUZ(253 points),oskar chrisJ suNny STYKO ropz
"CS:GO World ranking on November 27th, 2017",#12,fnatic(234 points),flusha JW KRIMZ Lekr0 Golden
"CS:GO World ranking on November 27th, 2017",#13,Envy(224 points),SIXER RpK ScreaM Happy xms
"CS:GO World ranking on November 27th, 2017",#14,Renegades(224 points),jks AZR NAF USTILO Nifty
"CS:GO World ranking on November 27th, 2017",#15,OpTic(189 points),allu friberg mixwell HS Magisk
"CS:GO World ranking on November 27th, 2017",#16,Natus Vincere(176 points),Edward Zeus flamie s1mple electronic
"CS:GO World ranking on November 27th, 2017",#17,Heroic(158 points),MODDII Snappi es3tag JUGi niko
"CS:GO World ranking on November 27th, 2017",#18,100 Thieves(133 points),BIT fnx kNgV- HEN1 LUCAS1
"CS:GO World ranking on November 27th, 2017",#19,Space Soldiers(132 points),MAJ3R XANTARES Calyx paz ngiN
"CS:GO World ranking on November 27th, 2017",#20,AGO(128 points),Furlan GruBy snatchie TOAO phr
"CS:GO World ranking on November 27th, 2017",#21,BIG(111 points),gob b LEGIJA tabseN keev nex
"CS:GO World ranking on November 27th, 2017",#22,HellRaisers(98 points),ANGE1 fejtZ woxic DeadFox ISSAA
"CS:GO World ranking on November 27th, 2017",#23,Misfits(94 points),seang@res ShahZaM SicK AmaNEk devoduvek
"CS:GO World ranking on November 27th, 2017",#24,CLG(84 points),FNS reltuC Rickeh koosta Ethan
"CS:GO World ranking on November 27th, 2017",#25,Luminosity(78 points),PKL SHOOWTiME NEKIZ yel chelo
"CS:GO World ranking on November 27th, 2017",#26,Vega Squadron(69 points),chopper jR keshandr mir hutji
"CS:GO World ranking on November 27th, 2017",#27,LDLC(68 points),Maniac Ex6TenZ to1nou ALEX DEVIL
"CS:GO World ranking on November 27th, 2017",#28,NRG(65 points),daps FugLy Brehze AnJ CeRq
"CS:GO World ranking on November 27th, 2017",#29,Complexity(58 points),dephh yay ptr Slemmy ANDROID
"CS:GO World ranking on November 27th, 2017",#30,GODSENT(56 points),twist disco doplan freddieb
"CS:GO World ranking on October 30th, 2017",#1,SK(881 points),FalleN fer coldzera TACO felps
"CS:GO World ranking on October 30th, 2017",#2,FaZe(873 points),karrigan olofmeister GuardiaN NiKo rain
"CS:GO World ranking on October 30th, 2017",#3,G2(761 points),shox kennyS NBK- apEX bodyy
"CS:GO World ranking on October 30th, 2017",#4,Astralis(734 points),Xyp9x dupreeh gla1ve device Kjaerbye
"CS:GO World ranking on October 30th, 2017",#5,North(588 points),cajunb MSL aizy valde k0nfig
"CS:GO World ranking on October 30th, 2017",#6,Virtus.pro(476 points),TaZ NEO pashaBiceps Snax byali
"CS:GO World ranking on October 30th, 2017",#7,Cloud9(472 points),Skadoodle RUSH tarik autimatic Stewie2K
"CS:GO World ranking on October 30th, 2017",#8,Liquid(420 points),nitr0 jdm64 stanislaw EliGE Twistzz
"CS:GO World ranking on October 30th, 2017",#9,NIP(302 points),f0rest GeT_RiGhT Xizt draken REZ
"CS:GO World ranking on October 30th, 2017",#10,Gambit(298 points),AdreN Dosia mou Hobbit fitch
"CS:GO World ranking on October 30th, 2017",#11,MOUZ(297 points),oskar chrisJ suNny STYKO ropz
"CS:GO World ranking on October 30th, 2017",#12,fnatic(268 points),flusha JW KRIMZ Lekr0 Golden
"CS:GO World ranking on October 30th, 2017",#13,100 Thieves(212 points),BIT fnx kNgV- HEN1 LUCAS1
"CS:GO World ranking on October 30th, 2017",#14,Envy(202 points),SIXER RpK ScreaM Happy xms
"CS:GO World ranking on October 30th, 2017",#15,Natus Vincere(201 points),Edward Zeus flamie s1mple
"CS:GO World ranking on October 30th, 2017",#16,Heroic(200 points),MODDII Snappi es3tag JUGi niko
"CS:GO World ranking on October 30th, 2017",#17,BIG(163 points),gob b LEGIJA tabseN keev nex
"CS:GO World ranking on October 30th, 2017",#18,Renegades(118 points),jks AZR NAF USTILO Nifty
"CS:GO World ranking on October 30th, 2017",#19,CLG(113 points),FNS reltuC Rickeh koosta Ethan
"CS:GO World ranking on October 30th, 2017",#20,Space Soldiers(109 points),MAJ3R XANTARES Calyx paz ngiN
"CS:GO World ranking on October 30th, 2017",#21,Luminosity(90 points),PKL SHOOWTiME NEKIZ yel chelo
"CS:GO World ranking on October 30th, 2017",#22,OpTic(75 points),allu friberg mixwell HS Magisk
"CS:GO World ranking on October 30th, 2017",#23,LDLC(74 points),Maniac Ex6TenZ to1nou ALEX DEVIL
"CS:GO World ranking on October 30th, 2017",#24,AGO(71 points),Furlan GruBy snatchie TOAO phr
"CS:GO World ranking on October 30th, 2017",#25,Vega Squadron(70 points),chopper jR keshandr mir hutji
"CS:GO World ranking on October 30th, 2017",#26,FlipSid3(57 points),markeloff B1ad3 WorldEdit wayLander electronic
"CS:GO World ranking on October 30th, 2017",#27,HellRaisers(55 points),ANGE1 fejtZ woxic DeadFox ISSAA
"CS:GO World ranking on October 30th, 2017",#28,NRG(55 points),FugLy Brehze AnJ CeRq RIKO
"CS:GO World ranking on October 30th, 2017",#29,Kinguin(52 points),SZPERO rallen MICHU mouz kaper
"CS:GO World ranking on October 30th, 2017",#30,AVANGAR(52 points),buster KrizzeN Qikert Jame dimasick
"CS:GO World ranking on September 25th, 2017",#1,SK(896 points),FalleN fer coldzera TACO felps
"CS:GO World ranking on September 25th, 2017",#2,G2(657 points),shox kennyS NBK- apEX bodyy
"CS:GO World ranking on September 25th, 2017",#3,North(635 points),cajunb MSL aizy valde k0nfig
"CS:GO World ranking on September 25th, 2017",#4,FaZe(598 points),karrigan olofmeister GuardiaN NiKo rain
"CS:GO World ranking on September 25th, 2017",#5,Astralis(558 points),Xyp9x dupreeh gla1ve device Kjaerbye
"CS:GO World ranking on September 25th, 2017",#6,Liquid(526 points),nitr0 jdm64 stanislaw EliGE Twistzz
"CS:GO World ranking on September 25th, 2017",#7,Gambit(509 points),AdreN Dosia mou Hobbit fitch
